,id,class,label,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
300,300,Happy,3,happy (298).mp3,92.28515625,116132,1290.355556,0.4220801,0.29347843,0.08612959,0.41120455,0.25731865,0.06621289,0.25306526,0.13889317,0.019291315,5.572681,49.402046,2440.562,0.022280855,45.874844,2104.5012,0.014601889,3.025781,9.15535,0.1475876,0.071984366,0.005181749,2501.852732,611.6561852,374123.2889,2121.993596,286.1512842,81882.55748,24.85132466,14.82987049,219.9250589,5213.78514,925.4747054,856503.4303,1.844438607,2.330437377,5.430938367,0.018297092,0.112462736,0.012647867,0.139816048,0.070508691,0.004971475,0.000231525,0.12545103,0.01573796,0.000619118,0.07220285,0.005213251,3.212480726,1.514241502,2.292927325
301,301,Happy,3,happy (299).mp3,107.6660156,133436,1270.819048,0.4242,0.28648213,0.082072005,0.3319184,0.3053939,0.09326543,0.20502496,0.20321932,0.04129809,3.779546,36.09162,1302.6051,2.7109601,34.040062,1158.7258,0.014044499,1.6868879,2.8455906,0.12768888,0.061032593,0.003724977,2585.081828,778.9036164,606690.8436,2253.794814,457.3249602,209146.1192,24.48567331,11.33045302,128.3791657,4947.98258,1551.622769,2407533.217,1.648743078,2.049400324,4.200041687,0.023435315,0.193034483,0.037262312,0.15164553,0.066059311,0.004363833,0.000206457,0.11093492,0.012306557,0.000909397,0.06200055,0.003844068,3.380825397,2.100801577,4.413367265
302,302,Happy,3,happy (3).mp3,143.5546875,179686,1274.368794,0.29746616,0.29527336,0.08718635,0.4654398,0.27515227,0.07570878,0.23991969,0.1605362,0.025771873,5.776352,60.41557,3650.041,-2.6929295,38.421707,1476.2275,0.004120133,2.1471496,4.6102514,0.15548226,0.06923091,0.004792919,2411.332107,1082.304033,1171382.02,2297.643313,734.8186186,539958.4022,22.76477469,10.42346408,108.6486035,4768.87533,2455.439516,6029183.218,1.887039553,2.271941341,5.161717455,0.026129256,0.080458686,0.0064736,0.139732148,0.080389708,0.006462505,-1.21E-05,0.13349567,0.017821094,-7.93E-05,0.06663745,0.004440549,1.649777778,0.982521726,0.965348943
303,303,Happy,3,happy (300).mp3,135.9991776,175581,1291.036765,0.38872334,0.3055305,0.09334888,0.45053622,0.30348387,0.09210246,0.23512977,0.16747336,0.028047329,7.9269905,83.288826,6937.029,3.011834,42.98046,1847.32,0.007276945,1.8261304,3.3347523,0.16332139,0.0965019,0.009312617,2510.510619,1096.820582,1203015.389,2596.218175,683.327258,466936.1415,23.09916546,11.19648135,125.3611946,5438.212949,2231.116575,4977881.172,1.719382709,2.338418896,5.468202932,0.006981946,0.155062326,0.024044325,0.093521354,0.06488924,0.004210613,1.25E-06,0.15099144,0.022798413,0.000183925,0.068405665,0.004679335,11.44975964,8.495120926,72.16707954
304,304,Happy,3,happy (301).mp3,129.1992188,81864,909.6,0.48996627,0.3167994,0.10036186,0.43865198,0.26142773,0.06834446,0.24919148,0.14572902,0.021236947,9.196387,112.91668,12750.177,0.44927552,49.90841,2490.8494,0.006290333,3.1638997,10.010262,0.15757194,0.12133761,0.014722815,1670.576689,701.4071301,491971.9622,2093.214535,624.2337958,389667.8318,21.5831148,12.42385093,154.352072,3811.710284,1766.732848,3121344.956,1.538915969,2.410549775,5.810750216,0.027909791,0.121823431,0.014840948,0.057058801,0.039757148,0.001580631,-1.21E-05,0.15270586,0.023319079,-0.000410641,0.08213799,0.006746649,4.70552381,2.702729659,7.30474761
305,305,Happy,3,happy (302).mp3,129.1992188,92957,968.3020833,0.4314688,0.3024533,0.09147801,0.33377096,0.2590649,0.06711462,0.21963727,0.18733072,0.035092797,16.493858,151.4736,22944.254,5.9655423,30.758022,946.0559,0.01788788,2.3633509,5.5854278,0.25061598,0.106234014,0.011285666,2579.262489,1024.062899,1048704.822,2524.374554,597.7445446,357298.5405,21.9884247,12.16678879,148.0307494,5425.521359,2157.441168,4654552.393,2.517632125,2.882090986,8.306448452,0.045570735,0.147560863,0.021774208,0.102155089,0.080432561,0.006469397,7.10E-06,0.24206273,0.05859437,2.31E-06,0.085193574,0.007257945,4.472163265,2.522133902,6.361159418
306,306,Happy,3,happy (303).mp3,143.5546875,176582,1270.374101,0.37217075,0.29896986,0.08938298,0.54555374,0.23398714,0.05474998,0.27025566,0.10146538,0.010295223,8.46367,50.032784,2503.2793,4.6328387,24.964998,623.25116,0.004287043,1.9287543,3.7200933,0.19112264,0.031212224,0.000974203,2492.399789,602.5359721,363049.5977,2739.543973,323.9581532,104948.885,21.3172021,10.77808339,116.1670816,5755.1277,1325.942965,1758124.747,2.339933281,2.458848222,6.045934581,0.01693062,0.057120524,0.003262754,0.082312427,0.0426611,0.001819969,0.000487516,0.14583841,0.021268843,-0.000229076,0.07791461,0.006070686,3.745378685,1.930458209,3.726668898
307,307,Happy,3,happy (304).mp3,99.38401442,115032,1223.744681,0.3352939,0.32120517,0.103172764,0.4457557,0.30105114,0.09063179,0.24527095,0.15223499,0.023175493,26.063843,184.7069,34116.637,2.0876696,43.922184,1929.1581,0.007860165,5.5816245,31.154533,0.29801512,0.169909,0.028869068,1839.077809,758.6383061,575532.0795,1854.357002,548.6447202,301011.029,22.58899378,11.13437097,123.974217,3527.795335,1634.242792,2670749.503,3.232201206,4.327262094,18.72519723,-0.03413745,0.116772395,0.013635792,0.089892503,0.043633435,0.001903877,-0.012896703,0.24164815,0.058393832,-0.006089272,0.19676039,0.038714647,6.081306122,2.750098537,7.563041962
308,308,Happy,3,happy (307).mp3,151.9990809,186320,1267.482993,0.463251,0.30944374,0.095755436,0.5506179,0.26077744,0.06800487,0.26424772,0.11621736,0.013506475,8.269476,64.535065,4164.7744,0.81127304,35.420628,1254.6207,0.011617172,2.8947392,8.379515,0.18501455,0.083351314,0.006947442,3410.172969,1457.611727,2124631.947,2726.577569,606.2724123,367566.2379,21.2275409,11.79730317,139.176362,6583.926855,2486.999404,6185166.033,2.043442958,2.572131518,6.615860548,0.007638134,0.079365406,0.006298868,0.186168564,0.133685718,0.017871871,1.96E-05,0.14421006,0.020796541,2.83E-05,0.09515808,0.00905506,13.12391837,4.914900396,24.1562459
309,309,Happy,3,happy (308).mp3,143.5546875,174912,1267.478261,0.34486237,0.3225399,0.10403198,0.5137284,0.30704936,0.094279304,0.25503471,0.13524288,0.018290637,15.427897,184.96027,34210.3,-5.8144765,38.10487,1451.9811,0.011023652,3.7229743,13.8605385,0.20752953,0.15927313,0.025367932,3556.712016,746.5661488,557361.0145,2989.216088,219.741075,48286.14004,22.12245764,12.03346784,144.8043483,7371.630425,962.8988081,927174.1147,2.026125059,2.932512648,8.599630433,-0.012310183,0.137160124,0.0188129,0.140748771,0.070764812,0.005007659,-9.29E-05,0.14824347,0.021976126,-0.000444873,0.18082395,0.0326973,2.006204082,1.150299773,1.323189568
310,310,Happy,3,happy (309).mp3,135.9991776,168462,1257.179104,0.2985878,0.29818776,0.08891594,0.5405132,0.26042688,0.06782216,0.2672753,0.10907449,0.011897245,7.281433,66.149284,4375.728,3.1750798,31.60122,998.6371,0.000902042,2.4772878,6.136955,0.17973962,0.07070426,0.004999092,2889.255868,568.7772937,323507.6098,2706.091587,210.1207293,44150.72087,25.62516137,14.46542917,209.248641,6333.170038,881.3561596,776788.6801,2.005996045,2.325639419,5.408598709,0.017963863,0.094265046,0.008885899,0.130140181,0.067604986,0.004570434,9.46E-05,0.14388931,0.020704132,0.000224994,0.08811563,0.007764365,1.487238095,0.970429523,0.941733459
311,311,Happy,3,happy (310).mp3,143.5546875,180758,1329.102941,0.32972535,0.30601722,0.09364654,0.47247276,0.27879903,0.077728905,0.26125354,0.12280034,0.015079925,8.133729,80.272026,6443.5986,-6.820806,44.715958,1999.5168,0.012322262,2.8188624,7.945985,0.16806386,0.10028014,0.010056107,2718.718423,1192.113408,1421134.377,2467.593367,742.4546883,551238.9643,22.93350591,11.297043,127.6231806,5607.670258,2380.78188,5668122.358,1.926559098,2.611416816,6.819497788,0.018657826,0.116903246,0.013666369,0.141165435,0.095038318,0.009032282,5.75E-05,0.13902627,0.019328304,0.000359132,0.09101181,0.008283149,10.73922902,3.914856121,15.32609844
312,312,Happy,3,happy (312).mp3,129.1992188,162303,1277.976378,0.4766348,0.28831816,0.083127365,0.5214496,0.25453788,0.064789526,0.26790398,0.10752109,0.011560784,16.22583,138.58069,19204.605,0.072229415,31.187689,972.6719,0.01402699,4.175431,17.434223,0.24204639,0.1292091,0.01669499,2770.7344,792.4150335,627921.5853,2542.727648,446.846337,199671.6489,22.21788966,11.98601236,143.6644924,5728.361195,1501.59576,2254789.827,2.979301689,3.863601856,14.9274193,0.003315644,0.08026103,0.006441833,0.135396007,0.087006768,0.007570178,-1.99E-05,0.18659244,0.03481674,-0.000149596,0.1519815,0.023098378,4.472163265,2.610375281,6.814059105
313,313,Happy,3,happy (313).mp3,143.5546875,180557,1271.528169,0.5669947,0.277481,0.07699569,0.54568684,0.21089388,0.04447623,0.2762622,0.08374082,0.007012526,19.998035,163.6564,26783.418,6.3660083,38.08036,1450.1139,0.010283134,3.0479996,9.290302,0.27556154,0.111204565,0.012366456,2161.34333,1151.611847,1326209.847,2229.158127,675.0109488,455639.781,21.89212071,14.25614423,203.2376483,4567.401548,2384.886749,5687684.807,2.882915689,3.309793118,10.95473048,0.00899599,0.060120802,0.003614511,0.104714219,0.077741827,0.006043792,-1.66E-05,0.22489478,0.050577663,-0.000832387,0.11029098,0.012164101,1.647455782,0.851589265,0.725204276
314,314,Happy,3,happy (4).mp3,143.5546875,179335,1271.879433,0.41646042,0.3073102,0.09443956,0.5503458,0.2593719,0.06727378,0.2644502,0.115755916,0.013399432,5.2405605,45.119606,2035.7787,-1.1860795,42.233578,1783.6749,0.009882685,2.278452,5.1913433,0.13548388,0.076632485,0.005872537,2595.205462,1056.770469,1116763.825,2500.879649,697.4245663,486401.0257,20.95740049,11.23767937,126.2854376,5439.554608,2253.494461,5078237.284,1.698579355,2.27972596,5.197150451,0.011180773,0.082325268,0.00677745,0.110813767,0.070267916,0.00493758,-7.34E-06,0.100706816,0.010141863,-1.11E-05,0.086230874,0.007435764,2.301097506,1.046055735,1.094232602
315,315,Happy,3,happy (5).mp3,69.83741554,71810,1139.84127,0.49186212,0.27767318,0.0771024,0.50111926,0.27450636,0.07535374,0.24571666,0.15151453,0.02295665,15.292034,122.388885,14979.039,6.023115,30.1017,906.11237,0.007900519,2.220989,4.9327917,0.24731699,0.088811964,0.007887565,2448.785904,825.9868485,682254.2739,2559.390206,602.0234357,362432.2171,21.3543003,11.41637006,130.3335053,5415.575586,1903.914097,3624888.889,2.994829173,3.397643959,11.54398447,-0.013806881,0.089678254,0.008042189,0.091641925,0.055598301,0.003091171,-1.42E-05,0.1944117,0.03779591,1.18E-05,0.11674938,0.013630418,2.554195011,0.889812173,0.791765703
316,316,Happy,3,happy (6).mp3,135.9991776,167433,1522.118182,0.4762341,0.30797634,0.09484942,0.6425788,0.21473385,0.046110626,0.27537242,0.08662189,0.007503352,12.068378,117.81999,13881.55,2.5132022,51.65897,2668.6492,0.010632768,2.0918555,4.3758597,0.19865422,0.10875365,0.011827357,2011.892643,1126.741484,1269546.373,2415.23336,896.4243901,803576.6871,21.49640825,12.12961593,147.1275827,4799.275146,2585.392047,6684252.034,1.547539573,1.883827734,3.548806931,-0.004845064,0.042258281,0.001785762,0.066968605,0.060982622,0.00371888,-4.14E-06,0.17230314,0.029688373,-0.000208356,0.09423967,0.008881115,8.764371882,2.329812945,5.428028357
317,317,Happy,3,happy (7).mp3,117.4538352,35751,687.5192308,0.5615845,0.26701728,0.07129823,0.55200183,0.21323949,0.04547108,0.2716815,0.09758328,0.009522496,18.519175,118.7183,14094.035,6.261116,49.803833,2480.4216,0.002335789,4.912545,24.1331,0.2754547,0.07070085,0.00499861,1375.8988,991.8797189,983825.3768,1651.465053,714.926542,511119.9604,18.47915608,13.06937124,170.8084647,2805.654746,2033.885847,4136691.637,3.126604037,3.822067682,14.60820136,0.017502017,0.049500391,0.002450289,0.043789034,0.063170484,0.00399051,0.000119447,0.21001703,0.04410715,0.003853891,0.11932846,0.014239281,2.695836735,1.44613721,2.091312829
318,318,Happy,3,happy (8).mp3,135.9991776,171139,1347.551181,0.42877245,0.3017724,0.09106658,0.611697,0.23380665,0.05466555,0.2733775,0.09272585,0.008598083,13.263248,158.53877,25134.541,0.50586706,43.983574,1934.5547,0.010677678,3.0586238,9.355179,0.19875367,0.13348152,0.017817317,1863.474274,940.1075472,883802.2004,2056.90372,687.1446826,472167.8148,21.92144815,11.89454321,141.4801582,3930.142902,2134.867646,4557659.867,2.132758651,2.657923147,7.064555453,0.025735388,0.062174999,0.003865731,0.088962803,0.067128956,0.004506297,-3.93E-05,0.17668675,0.031218207,-0.000353254,0.090379015,0.008168366,4.513959184,0.838314329,0.702770914
319,319,Happy,3,happy (9).mp3,143.5546875,186267,1275.80137,0.4245019,0.29068363,0.08449697,0.5539413,0.23534924,0.055389263,0.2662531,0.1115465,0.012442622,9.081243,53.507023,2863.0015,2.520079,31.23996,975.9351,0.009625551,2.3466768,5.5068917,0.18648748,0.09165607,0.008400835,2546.655335,922.9267189,851793.7285,2673.786318,594.1730963,353041.6683,21.16003825,11.27591716,127.1463078,5638.403405,2072.036307,4293334.458,2.529654071,3.161592288,9.995665798,0.014906354,0.082770696,0.006850988,0.113873272,0.058265507,0.003394869,0.012508998,0.12568557,0.015796863,0.00542503,0.123307884,0.015204835,3.138176871,1.904351636,3.626555153
320,320,Sad,4,sad (1).mp3,143.5546875,172664,1251.188406,0.27527502,0.29447454,0.08671526,0.30834848,0.28514352,0.08130683,0.21166295,0.196296,0.038532123,2.5461237,16.738775,280.18658,-8.335093,53.87567,2902.5881,0.011086613,2.5879073,6.697264,0.094195604,0.052054614,0.002709683,2087.775739,820.6000503,673384.4425,2394.980922,495.9856984,246001.8131,25.86070399,10.24407588,104.9410906,4311.369763,1859.498691,3457735.381,1.060090818,1.412612783,1.995474876,-0.04463093,0.191239882,0.036572692,0.084071298,0.05464703,0.002986298,-2.01E-06,0.08954718,0.008018698,-1.20E-05,0.035332527,0.001248387,2.731827664,1.718139751,2.952004203
321,321,Sad,4,sad (10).mp3,112.3471467,139424,1303.028037,0.3188716,0.30094948,0.090570584,0.30546117,0.2812966,0.07912779,0.2101798,0.19788328,0.03915779,3.4319854,22.948303,526.62463,-3.0824754,53.22653,2833.0632,0.010352005,2.171572,4.715725,0.10991808,0.054664996,0.002988262,1679.439051,582.0876719,338826.0578,2121.598914,463.7260819,215041.8791,25.61531732,11.22672041,126.0392512,3497.441351,1509.209818,2277714.273,1.18476874,1.491484041,2.224524643,0.063319215,0.174198316,0.030345053,0.06387622,0.032838657,0.001078377,-1.78E-06,0.106319256,0.011303784,-6.39E-06,0.035259187,0.00124321,2.847927438,1.102184378,1.214810404
322,322,Sad,4,sad (11).mp3,135.9991776,164513,1246.310606,0.26248685,0.29323536,0.08598698,0.27058682,0.29718933,0.08832149,0.18481483,0.22175846,0.049176812,3.4406738,24.316319,591.2834,-10.056848,56.73981,3219.4062,0.00762495,2.0361433,4.1458793,0.11159354,0.056482553,0.003190279,1513.284135,756.7531628,572675.3494,1816.083672,780.0540491,608484.3196,27.36887179,9.751280722,95.08747573,2968.873714,1766.186471,3119414.649,1.173646961,1.494130226,2.232425131,0.054413149,0.240660366,0.057917412,0.068562889,0.042265502,0.001786373,1.43E-06,0.1146333,0.013140793,2.11E-06,0.027279101,0.000744149,3.442358277,2.049900877,4.202093605
323,323,Sad,4,sad (12).mp3,112.3471467,143834,1284.232143,0.31400517,0.3063486,0.09384946,0.27577814,0.2914821,0.0849618,0.19257773,0.21505152,0.046247154,3.6704748,26.39825,696.8677,-5.0988493,64.813576,4200.7993,0.01137571,2.6359644,6.9483085,0.10460431,0.075492695,0.005699148,1657.599473,1061.689572,1127184.747,1888.19652,742.8966542,551895.4389,25.80246733,10.68505228,114.1703423,3314.379958,2226.914846,4959149.731,1.090429361,1.675182809,2.806237445,-0.064945525,0.224792622,0.050531723,0.0687339,0.068717546,0.004722101,-4.53E-07,0.111101344,0.012343509,2.86E-05,0.04070423,0.001656834,5.405605442,4.46361338,19.92384441
324,324,Sad,4,sad (13).mp3,184.5703125,222713,1244.206704,0.24723785,0.29868102,0.089210354,0.29384965,0.289029,0.08353777,0.20373674,0.20451084,0.04182468,6.199461,44.17153,1951.1243,-7.708802,52.05805,2710.0405,0.011812897,2.5694098,6.6018667,0.14842175,0.07834616,0.006138121,1709.60043,816.5603932,666770.8758,1926.342767,623.1672688,388337.445,25.9061882,9.809331079,96.22297622,3349.650578,1858.514059,3454074.508,1.539062411,1.99381719,3.975306985,0.081469162,0.19921759,0.039687648,0.076579847,0.048814933,0.002382898,1.39E-06,0.1442095,0.020796383,-1.81E-06,0.05276436,0.002784078,2.890884354,1.575718167,2.482887742
325,325,Sad,4,sad (14).mp3,129.1992188,167822,1281.083969,0.3404643,0.2908688,0.08460466,0.50998497,0.24282914,0.058965992,0.26245025,0.12022143,0.014453191,4.085707,22.475538,505.14978,2.6388493,35.309834,1246.7843,0.01245214,1.5248227,2.3250842,0.12675932,0.04659125,0.002170745,2064.356417,542.349385,294142.8554,2327.932974,368.9593314,136130.9882,23.68820972,11.53738394,133.1112281,4461.218857,1240.03509,1537687.024,1.704987999,1.918218552,3.679562412,0.010800319,0.091651785,0.00840005,0.090677834,0.041525374,0.001724357,-1.91E-06,0.10723459,0.011499257,-1.48E-05,0.047028396,0.00221167,3.616507937,1.316632344,1.733520729
326,326,Sad,4,sad (15).mp3,123.046875,157794,1360.293103,0.3149346,0.30866036,0.095271215,0.32646722,0.29661608,0.087981105,0.20970964,0.19838144,0.039355196,11.512475,83.85818,7032.1943,-2.5465364,48.11812,2315.3533,0.012115219,2.4315655,5.9125104,0.19436984,0.10890451,0.011860192,1980.311326,1014.137229,1028474.318,2445.727822,685.1656588,469451.98,24.10201529,11.25668387,126.7129317,4477.28126,2396.462113,5743030.661,1.788378186,2.287641942,5.233305656,-0.019041777,0.190384987,0.036246443,0.071434942,0.063476563,0.004029274,4.11E-06,0.19332819,0.037375785,-7.52E-05,0.06534455,0.004269911,8.472961451,2.642293107,6.981712864
327,327,Sad,4,sad (16).mp3,161.4990234,202680,1378.77551,0.3333132,0.3084738,0.09515607,0.3177768,0.2961885,0.08772762,0.20933314,0.19877869,0.039512966,4.115255,33.857807,1146.3512,-5.088263,53.847473,2899.5505,0.013690012,2.795608,7.8154244,0.11672406,0.06513121,0.004242075,2125.878136,1116.934951,1247543.685,2421.492777,661.516494,437604.0719,24.04193541,10.97023399,120.3460337,4707.967365,2324.206229,5401934.594,1.053875614,1.414842017,2.001777933,-0.015100139,0.201665505,0.040668976,0.079372536,0.089549966,0.008019196,4.23E-06,0.12027523,0.014466131,-4.28E-06,0.036058094,0.001300186,10.98884354,4.731790793,22.38984411
328,328,Sad,4,sad (17).mp3,117.4538352,147807,1274.198276,0.27070084,0.30161402,0.09097101,0.2936689,0.29326338,0.086003415,0.20794123,0.20023431,0.040093776,8.695878,86.84412,7541.9004,-17.712492,45.03406,2028.0668,0.003540533,2.4215448,5.8638787,0.17085348,0.09492272,0.009010323,1724.344707,823.425158,678028.9909,1873.455696,522.7853821,273304.5558,27.18010147,10.97824759,120.5219202,3198.909823,1700.157211,2890534.54,1.633988928,1.934676076,3.742971518,-0.058718909,0.20623875,0.042534422,0.080797697,0.064487992,0.004158701,-2.76E-07,0.17123067,0.029319946,-1.72E-07,0.06152829,0.003785731,2.951256236,1.686748714,2.845121225
329,329,Sad,4,sad (18).mp3,172.265625,207200,1255.757576,0.2758495,0.2995088,0.08970553,0.31295425,0.2848251,0.08112533,0.21121493,0.19677803,0.03872159,5.901623,38.119545,1453.0996,-3.9105494,44.94513,2020.0646,0.01399891,2.275372,5.1773176,0.14459915,0.07263433,0.005275746,1853.506568,618.1592708,382120.8841,2270.529536,406.4335653,165188.243,24.56329687,10.8593481,117.9254412,3836.735133,1433.68784,2055460.823,1.571121006,2.011432117,4.04585916,-0.034009894,0.197080018,0.038840534,0.067442714,0.036345506,0.001320996,3.23E-05,0.13585767,0.018457307,4.17E-05,0.0522875,0.002733983,7.361886621,4.196279952,17.60876544
330,330,Sad,4,sad (19).mp3,184.5703125,236752,1286.695652,0.24181725,0.30079985,0.09048054,0.2787647,0.290869,0.08460477,0.19841237,0.20968038,0.04396586,6.1562104,45.4067,2061.7683,-7.2618628,58.41469,3412.276,0.009298041,2.9864237,8.918727,0.14596538,0.07904172,0.006247594,1720.754045,1029.468868,1059806.149,1984.367156,828.3792799,686212.2313,26.78730926,9.824140141,96.51372951,3726.377467,2324.995293,5405603.112,1.328788345,1.752271945,3.070456969,0.057743767,0.214663866,0.046080576,0.066587655,0.056487556,0.003190844,-8.01E-07,0.14549768,0.021169577,-2.75E-05,0.050141454,0.002514165,5.952435374,2.974015517,8.844768295
331,331,Sad,4,sad (2).mp3,89.10290948,99447,1198.156627,0.27740598,0.29467496,0.08683333,0.33653235,0.28048778,0.07867339,0.22114168,0.18555242,0.0344297,1.7507877,10.901061,118.83312,-9.777984,54.12445,2929.4563,0.012966005,2.9085681,8.459768,0.08068052,0.036232136,0.001312768,1970.231959,904.0506624,817307.6002,2346.193168,595.0647729,354102.0839,26.25539032,10.07775207,101.5610867,4046.046367,2125.688878,4518553.204,0.858663552,1.051958049,1.106615736,0.018654511,0.170302947,0.029003094,0.082277847,0.056053063,0.003141946,3.78E-06,0.073882386,0.005458607,-6.14E-06,0.029340992,0.000860894,2.288326531,1.366104646,1.866241903
332,332,Sad,4,sad (20).mp3,151.9990809,181553,1315.601449,0.278078,0.30055863,0.09033548,0.38602075,0.31677848,0.100348614,0.20843358,0.19972175,0.03988878,1.223125,15.331541,235.05614,-10.178978,82.039986,6730.5596,0.011572816,1.5020227,2.2560723,0.052002408,0.052969374,0.002805755,1466.77944,1021.550659,1043565.748,1573.017638,986.1094338,972411.8155,25.63422339,10.1308462,102.6340447,3004.136001,2374.101701,5636358.887,0.611323424,1.115712205,1.244813725,-0.072697509,0.190650459,0.036347597,0.069491832,0.046652042,0.002176413,-5.88E-06,0.04734629,0.002241671,0.000111578,0.044298165,0.001962327,3.812716553,2.17347458,4.72399175
333,333,Sad,4,sad (21).mp3,92.28515625,117213,1288.054945,0.29028156,0.30300984,0.091814965,0.31457737,0.28594792,0.08176622,0.21289529,0.19495879,0.03800893,5.2368703,43.060783,1854.2312,-5.42146,58.651417,3439.9885,0.012401435,2.9138973,8.490797,0.12727739,0.083363034,0.006949395,1843.000926,1158.847697,1342927.984,2083.459869,849.176402,721100.5617,25.54845859,10.59247412,112.2005079,3876.222394,2463.393254,6068306.322,1.229119801,1.695569866,2.87495717,-0.05320792,0.185146836,0.034279351,0.077325874,0.076398744,0.005836768,-7.39E-06,0.1321513,0.017463967,-3.11E-05,0.048628725,0.002364753,3.575873016,2.367182987,5.603555292
334,334,Sad,4,sad (22).mp3,71.77734375,86597,1255.028986,0.24474339,0.29535696,0.08723573,0.30664918,0.28762028,0.08272542,0.2093966,0.19871186,0.0394864,0.3355777,3.0323782,9.195318,-14.247723,74.40411,5535.9727,0.007277284,2.3977594,5.749251,0.035424378,0.01711587,0.000292953,1663.846852,808.8439563,654228.5457,1915.901945,518.9326681,269291.1141,27.23242596,10.68766351,114.2261513,3110.543691,1706.495918,2912128.319,0.34974742,0.423571475,0.179412795,0.051783757,0.205055401,0.042047717,0.084716986,0.058632184,0.003437733,0.000125169,0.0346147,0.001198178,6.69E-05,0.011249479,0.000126551,3.746539683,1.897203514,3.599381172
335,335,Sad,4,sad (23).mp3,151.9990809,193623,1317.163265,0.3295708,0.3093839,0.0957184,0.4153482,0.27825665,0.07742676,0.23532341,0.16720113,0.02795622,6.1516943,40.86775,1670.1729,0.7473653,38.214317,1460.3341,0.010281062,1.8648753,3.4777598,0.15436949,0.05906358,0.003488507,2318.871732,702.941068,494126.1451,2629.748838,474.1694265,224836.6451,23.08125789,10.62695659,112.9322063,5332.113591,1387.004623,1923781.824,1.675513571,1.996435634,3.985755239,0.010678972,0.147486213,0.021752183,0.082304491,0.041810099,0.001748084,7.44E-08,0.12718526,0.016176088,-1.40E-05,0.063547894,0.004038335,5.374258503,2.09936482,4.407332646
336,336,Sad,4,sad (24).mp3,161.4990234,185801,1230.470199,0.3005632,0.29293838,0.085812904,0.3163923,0.27601224,0.07618275,0.20806353,0.2001072,0.040042892,4.074572,21.640884,468.32788,-1.4299829,51.445683,2646.6582,0.009558423,1.8861897,3.5577116,0.12330684,0.051425338,0.002644565,1536.354616,695.6405864,483915.8254,1981.226937,507.5630858,257620.286,24.51047959,11.43068369,130.6605296,3115.61866,1521.74352,2315703.34,1.424529024,1.763430335,3.109686546,0.045170819,0.178695138,0.031931952,0.062954268,0.043053768,0.001853627,4.92E-06,0.11312364,0.012796958,0.000105624,0.040160432,0.00161286,2.688870748,1.666160786,2.776091764
337,337,Sad,4,sad (25).mp3,99.38401442,120050,1250.520833,0.25416747,0.3010076,0.09060557,0.31658334,0.29060736,0.084452644,0.21263067,0.19524737,0.038121536,3.969295,25.670204,658.9594,-8.283142,52.413937,2747.2207,0.010369857,2.6217315,6.8734756,0.122538365,0.055169303,0.003043652,1722.7347,816.7201227,667031.7588,2077.095626,485.2987186,235514.8463,28.18565911,10.84807528,117.6807373,3423.350133,1691.071296,2859722.129,1.177617934,1.45205449,2.108462242,-0.039490666,0.188694701,0.03560569,0.075492552,0.059848247,0.003581813,-7.86E-07,0.11804964,0.013935717,6.80E-06,0.03873427,0.001500344,2.684226757,1.61880558,2.620531505
338,338,Sad,4,sad (26).mp3,95.703125,114967,1352.552941,0.29769966,0.30649903,0.093941666,0.3164864,0.30637035,0.093862794,0.204926,0.20331913,0.041338667,9.222136,61.370632,3766.3545,-5.8480167,54.006355,2916.6863,0.012246738,2.5423691,6.46364,0.17846939,0.088210896,0.007781162,1509.2064,801.6388236,642624.8035,2053.540682,673.6068918,453746.2447,27.44388148,10.44987043,109.1997921,3168.297508,1976.202697,3905377.099,1.527630615,1.908549339,3.642560578,0.060606043,0.213064736,0.045396582,0.050874787,0.034462018,0.001187631,6.64E-06,0.18352853,0.03368272,-4.20E-05,0.04607112,0.002122548,9.812752834,2.767847814,7.66098152
339,339,Sad,4,sad (27).mp3,99.38401442,119742,1392.348837,0.26381555,0.3002482,0.09014898,0.2838114,0.29066193,0.08448435,0.1980365,0.21003543,0.044114884,3.8055034,26.353065,694.4841,-6.4397297,56.92264,3240.1873,0.007310645,2.4589748,6.0465574,0.11574675,0.05680229,0.003226501,1609.457493,864.2945287,747005.0324,1977.60259,574.3005954,329821.1739,25.31827911,10.40993691,108.3667864,3143.318493,1955.160003,3822650.639,1.113289223,1.395923187,1.948601545,-0.063631283,0.214059696,0.045821553,0.066017741,0.054654584,0.002987124,2.94E-07,0.11397347,0.012989952,-6.11E-06,0.03854387,0.00148563,10.37351474,6.043725886,36.52662259
